time1,time2,level,value,pval,pval_correct,final_value,scaled_value
19,25,V1,155.7661325300283,0.001,0.006666666666666667,155.7661325300283,-1.0060097236824217
19,26,V1,163.03286486522444,0.001,0.006666666666666667,163.03286486522444,-0.894596838840923
19,27,V1,167.1922744521212,0.001,0.006666666666666667,167.1922744521212,-0.8308251461546468
19,28,V1,162.6473614118877,0.001,0.006666666666666667,162.6473614118877,-0.9005073430223666
19,29,V1,167.78617307054066,0.001,0.006666666666666667,167.78617307054066,-0.8217195460954553
19,30,V1,172.73204284489316,0.001,0.006666666666666667,172.73204284489316,-0.7458899167389322
19,31,V1,177.70494411195497,0.033,0.16176470588235295,177.70494411195497,-0.6696458429739192
19,32,V1,178.21873068859247,0.042,0.200381679389313,178.21873068859247,-0.6617685135147384
19,33,V1,175.84998000716206,0.002,0.012787723785166242,175.84998000716206,-0.6980859853459483
19,34,V1,180.3430595072565,0.083,0.3672566371681416,180.3430595072565,-0.6291984956412366
19,35,V1,184.4175735938878,0.233,0.80567081604426,184.4175735938878,-0.5667284131090632
19,36,V1,186.25962678564971,0.288,0.9375,186.25962678564971,-0.5384862196913052
19,37,V1,188.31328988050416,0.395,1,188.31328988050416,-0.506999642322541
19,38,V1,193.5001260902975,0.64,1,193.5001260902975,-0.4274755373084511
19,39,V1,198.7104906261842,0.736,1,198.7104906261842,-0.34759069812050764
19,40,V1,199.17068910793498,0.715,1,199.17068910793498,-0.34053497649949815
19,41,V1,196.5576111214489,0.639,1,196.5576111214489,-0.38059845253812263
19,42,V1,204.2224982803614,0.805,1,204.2224982803614,-0.26308109384543443
19,43,V1,211.97428923557615,0.876,1,211.97428923557615,-0.14423133398491805
19,44,V1,218.07476248361598,0.898,1,218.07476248361598,-0.05069942829320259
19,45,V1,219.07527590463292,0.907,1,219.07527590463292,-0.03535964674954613
19,46,V1,219.4877000081303,0.892,1,219.4877000081303,-0.029036397587572923
19,47,V1,224.3436607341373,0.907,1,224.3436607341373,0.045414754347811344
19,48,V1,231.46278170123267,0.934,1,231.46278170123267,0.15456447500534068
19,49,V1,233.83673194559313,0.953,1,233.83673194559313,0.19096166606649184
20,0,V1,236.5272414352299,0.972,1,236.5272414352299,0.23221231492856678
20,1,V1,241.91507967004875,0.977,1,241.91507967004875,0.3148181648637691
20,2,V1,241.7166283370454,0.977,1,241.7166283370454,0.311775526922716
20,3,V1,238.36685822704493,0.971,1,238.36685822704493,0.26041715368205604
20,4,V1,318.7074703233718,0.995,1,318.7074703233718,1.492192173140231
20,5,V1,347.0858955150225,0.997,1,347.0858955150225,1.9272876289817489
20,6,V1,317.938772602383,0.999,1,317.938772602383,1.4804065690040167
20,7,V1,251.99742828878846,0.991,1,251.99742828878846,0.46939982464925634
20,8,V1,260.4574812372055,0.998,1,260.4574812372055,0.5991085935177232
20,9,V1,339.4777195848993,0.998,1,339.4777195848993,1.8106397617345789
20,10,V1,357.2874408346126,0.999,1,357.2874408346126,2.0836968018353876
20,11,V1,297.25879127745503,0.992,1,297.25879127745503,1.1633429602731538
20,12,V1,232.69893991889828,0.989,1,232.69893991889828,0.17351714132051363
20,13,V1,209.16343639078966,0.976,1,209.16343639078966,-0.18732707631545537
20,14,V1,210.884306201224,0.988,1,210.884306201224,-0.16094285557176413
20,15,V1,212.63307167083317,0.991,1,212.63307167083317,-0.13413094109726512
20,16,V1,204.8337590664729,0.991,1,204.8337590664729,-0.25370929859692726
20,17,V1,192.23498220725307,0.977,1,192.23498220725307,-0.4468726092312538
20,18,V1,168.2981034163035,0.001,0.006666666666666667,168.2981034163035,-0.813870676200648
20,19,V1,163.56388815309086,0.001,0.006666666666666667,163.56388815309086,-0.8864552376796057
20,20,V1,150.42132283515062,0.001,0.006666666666666667,150.42132283515062,-1.087955863923606
20,21,V1,211.34284796227485,0.998,1,211.34284796227485,-0.1539125346431213
20,22,V1,181.71116225722014,0.938,1,181.71116225722014,-0.6082228676557698
20,23,V1,182.0476093161253,0.905,1,182.0476093161253,-0.6030644916897934
